brand,model,model_link,variant,variant_link,available
kia,carens,https://www.zigwheels.com/kia-cars/carens,gravity imt,https://www.zigwheels.com/kia-cars/carens/gravity-imt,1
kia,carens,https://www.zigwheels.com/kia-cars/carens,gravity diesel,https://www.zigwheels.com/kia-cars/carens/gravity-diesel,1
kia,carens,https://www.zigwheels.com/kia-cars/carens,prestige diesel,https://www.zigwheels.com/kia-cars/carens/prestige-diesel,1
kia,carens,https://www.zigwheels.com/kia-cars/carens,prestige plus imt,https://www.zigwheels.com/kia-cars/carens/prestige-plus-imt,1
kia,carens,https://www.zigwheels.com/kia-cars/carens,prestige plus diesel,https://www.zigwheels.com/kia-cars/carens/prestige-plus-diesel,1
kia,carens,https://www.zigwheels.com/kia-cars/carens,prestige plus opt dct,https://www.zigwheels.com/kia-cars/carens/prestige-plus-opt-dct,1
kia,carens,https://www.zigwheels.com/kia-cars/carens,prestige plus opt diesel at,https://www.zigwheels.com/kia-cars/carens/prestige-plus-opt-diesel-at,1
kia,carens,https://www.zigwheels.com/kia-cars/carens,luxury plus diesel,https://www.zigwheels.com/kia-cars/carens/luxury-plus-diesel,1
kia,carens,https://www.zigwheels.com/kia-cars/carens,x-line dct 6 str,https://www.zigwheels.com/kia-cars/carens/x-line-dct-6-str,1
kia,carens,https://www.zigwheels.com/kia-cars/carens,luxury plus dct,https://www.zigwheels.com/kia-cars/carens/luxury-plus-dct,1
kia,carens,https://www.zigwheels.com/kia-cars/carens,x-line dct,https://www.zigwheels.com/kia-cars/carens/x-line-dct,1
kia,carnival,https://www.zigwheels.com/kia-cars/carnival,limousine plus,https://www.zigwheels.com/kia-cars/carnival/limousine-plus,1
